line_id,id,trans_id,img,type,line_nr,data,pts
2646,490,facs_37_rHnY7_17,37,route-heading,2,rona.,"820,1791 820,1842 840,1886 983,1910 1589,1915 1617,1857 1608,1796 1589,1772 1299,1762 1249,1733 1000,1757 911,1743"
2647,491,facs_37_r5Koe_12,37,locations,1,Guardate quà diso¬,"811,2132 832,2118 842,2147 1175,2171 1344,2151 1412,2161 1402,2125 1421,2074 1447,2055 1474,2064 1510,2035 1538,2050 1589,2026 1598,1912 983,1912 840,1888"
2648,491,facs_37_r5Koe_12,37,locations,2,pra che trovarete,"811,2132 832,2118 842,2147 1175,2171 1344,2151 1412,2161 1402,2125 1421,2074 1447,2055 1474,2064 1510,2035 1538,2050 1589,2026 1598,1912 983,1912 840,1888"
2649,491,facs_37_r5Koe_12,37,locations,3,che sono,"811,2132 832,2118 842,2147 1175,2171 1344,2151 1412,2161 1402,2125 1421,2074 1447,2055 1474,2064 1510,2035 1538,2050 1589,2026 1598,1912 983,1912 840,1888"
2650,492,facs_37_rbhOB_1,37,distances,1,p.11*,"1636,2077 1622,2069 1622,2057 1603,2050 1608,2048 1591,2028 1572,2038 1565,2033 1553,2048 1546,2043 1538,2052 1526,2050 1526,2038 1524,2045 1522,2038 1519,2043 1510,2038 1500,2052 1488,2052 1474,2067 1469,2057 1447,2057 1414,2086 1404,2125 1409,2151 1419,2166 1488,2171 1490,2166 1493,2171 1502,2166 1507,2171 1510,2166 1512,2171 1529,2161 1601,2166 1627,2144 1636,2127 1639,2091 1632,2079"
2651,493,facs_37_region_1600913977814_10841,37,catch-word,1,Poste,"1362,2205 1543,2205 1543,2309 1362,2309"
2652,494,facs_38_rW6Nc_15,38,page-number,1,160,"147,108 156,130 195,149 272,166 285,159 301,169 330,154 364,161 425,154 461,164 550,159 553,149 599,144 591,135 623,135 627,115 613,91 572,94 536,74 468,60 309,48 195,62 176,74 169,99"
2653,495,facs_38_rPRpX_7,38,header,1,Libro Terzo.,"669,103 746,144 847,159 891,144 985,169 1188,154 1219,135 1362,149 1388,118 1574,111 1579,99 1524,74 1516,99 1466,99 1456,79 1439,91 1371,72 804,45 731,55"
2654,496,facs_38_r0RO0_20,38,route-heading,1,Poste da Milano a Bressa.,"132,190 173,202 190,236 263,256 468,256 499,275 531,265 538,282 553,260 603,260 620,285 683,309 719,302 770,318 789,280 888,275 944,231 951,241 922,166 835,152 656,166 330,157 304,171 152,152"
2655,497,facs_38_rwbxB_12,38,locations,1,Guardate quà so¬,"118,210 113,335 137,446 123,666 190,623 572,642 801,632 792,326 683,311 603,263 553,263 538,285 468,258 263,258 190,239 164,200"
2656,497,facs_38_rwbxB_12,38,locations,2,"pra, che vi sono","118,210 113,335 137,446 123,666 190,623 572,642 801,632 792,326 683,311 603,263 553,263 538,285 468,258 263,258 190,239 164,200"
2657,497,facs_38_rwbxB_12,38,locations,3,nel viaggio da,"118,210 113,335 137,446 123,666 190,623 572,642 801,632 792,326 683,311 603,263 553,263 538,285 468,258 263,258 190,239 164,200"
2658,497,facs_38_rwbxB_12,38,locations,4,Milano a Vene-,"118,210 113,335 137,446 123,666 190,623 572,642 801,632 792,326 683,311 603,263 553,263 538,285 468,258 263,258 190,239 164,200"
2659,497,facs_38_rwbxB_12,38,locations,5,tia.,"118,210 113,335 137,446 123,666 190,623 572,642 801,632 792,326 683,311 603,263 553,263 538,285 468,258 263,258 190,239 164,200"
2660,498,facs_38_rAt8v_5,38,distances,1,p.7,"809,451 811,456 799,461 806,471 809,507 789,562 799,628 813,637 905,647 966,642 970,587 958,541 966,521 958,519 954,529 946,504 922,507 917,490 908,483 910,471 893,463 888,432 881,439 884,449 842,451 857,454 838,461 821,454 833,451"
2661,499,facs_38_TextRegion_1600914041006_10861,38,route-heading,1,Poste da Venetia a Vero¬,"243,620 811,640 954,688 981,676 981,778 864,729 789,739 763,780 594,797 132,765 113,688"
2662,499,facs_38_TextRegion_1600914041006_10861,38,route-heading,2,na.,"243,620 811,640 954,688 981,676 981,778 864,729 789,739 763,780 594,797 132,765 113,688"
2663,500,facs_38_rCyTX_11,38,locations,1,Guardate nel su-,"123,770 118,850 137,886 152,1079 190,1116 306,1096 342,1106 369,1082 425,1092 456,1070 574,1072 613,1058 615,1038 743,1038 792,1009 792,988 768,976 787,939 770,927 787,906 758,879 777,850 768,785 519,799"
2664,500,facs_38_rCyTX_11,38,locations,2,detto viaggio da,"123,770 118,850 137,886 152,1079 190,1116 306,1096 342,1106 369,1082 425,1092 456,1070 574,1072 613,1058 615,1038 743,1038 792,1009 792,988 768,976 787,939 770,927 787,906 758,879 777,850 768,785 519,799"
2665,500,facs_38_rCyTX_11,38,locations,3,Venetia a Mila¬,"123,770 118,850 137,886 152,1079 190,1116 306,1096 342,1106 369,1082 425,1092 456,1070 574,1072 613,1058 615,1038 743,1038 792,1009 792,988 768,976 787,939 770,927 787,906 758,879 777,850 768,785 519,799"
2666,500,facs_38_rCyTX_11,38,locations,4,no.,"123,770 118,850 137,886 152,1079 190,1116 306,1096 342,1106 369,1082 425,1092 456,1070 574,1072 613,1058 615,1038 743,1038 792,1009 792,988 768,976 787,939 770,927 787,906 758,879 777,850 768,785 519,799"
2667,501,facs_38_rAdLy_4,38,distances,1,p.8*,"780,1021 780,1101 792,1101 799,1111 818,1106 821,1101 884,1111 886,1106 908,1101 925,1087 958,1082 956,1075 941,1072 944,1060 939,1058 944,1055 929,1046 927,1055 925,1050 915,1048 920,1046 913,1046 913,1041 905,1043 905,1036 913,1031 893,1031 891,1026 881,1026 879,1031 855,1031 852,1026 845,1031 842,1026 840,1031 816,1031 813,1026 794,1026 797,1012 789,1012 787,1019"
2668,502,facs_38_TextRegion_1600914083086_10876,38,,1,Poste da Venetia à Ber¬,"258,1117 771,1117 930,1124 930,1183 771,1268 258,1268"
2669,502,facs_38_TextRegion_1600914083086_10876,38,,2,gamo.,"258,1117 771,1117 930,1124 930,1183 771,1268 258,1268"
2670,503,facs_38_r1YYl_10,38,locations,1,Guardate nel viag,"801,1403 763,1391 782,1365 748,1319 753,1282 673,1268 666,1249 369,1268 190,1249 152,1273 147,1311 152,1560 190,1584 367,1580 408,1551 463,1592 567,1524 654,1507 719,1522 734,1505 760,1526 693,1551 693,1575 804,1592 787,1505 806,1461 758,1430"
2671,503,facs_38_r1YYl_10,38,locations,2,gio sudetto da,"801,1403 763,1391 782,1365 748,1319 753,1282 673,1268 666,1249 369,1268 190,1249 152,1273 147,1311 152,1560 190,1584 367,1580 408,1551 463,1592 567,1524 654,1507 719,1522 734,1505 760,1526 693,1551 693,1575 804,1592 787,1505 806,1461 758,1430"
2672,503,facs_38_r1YYl_10,38,locations,3,Milano a Vene¬,"801,1403 763,1391 782,1365 748,1319 753,1282 673,1268 666,1249 369,1268 190,1249 152,1273 147,1311 152,1560 190,1584 367,1580 408,1551 463,1592 567,1524 654,1507 719,1522 734,1505 760,1526 693,1551 693,1575 804,1592 787,1505 806,1461 758,1430"
2673,503,facs_38_r1YYl_10,38,locations,4,tia.,"801,1403 763,1391 782,1365 748,1319 753,1282 673,1268 666,1249 369,1268 190,1249 152,1273 147,1311 152,1560 190,1584 367,1580 408,1551 463,1592 567,1524 654,1507 719,1522 734,1505 760,1526 693,1551 693,1575 804,1592 787,1505 806,1461 758,1430"
2674,504,facs_38_r8w25_3,38,distances,1,p.16,"804,1456 809,1461 809,1478 799,1485 789,1512 794,1514 794,1546 809,1594 828,1599 864,1599 869,1594 910,1604 925,1594 934,1599 970,1599 990,1589 995,1565 999,1563 999,1534 992,1531 990,1514 978,1510 966,1490 864,1490 864,1485 855,1485 852,1481 818,1476 811,1468 811,1456"
2675,505,facs_38_TextRegion_1600914119202_10887,38,route-heading,1,Poste da Milano a Bressa,"190,1625 461,1659 1000,1654 1000,1806 985,1848 190,1816 147,1792 128,1700"
2676,505,facs_38_TextRegion_1600914119202_10887,38,route-heading,2,per altra via.,"190,1625 461,1659 1000,1654 1000,1806 985,1848 190,1816 147,1792 128,1700"
2677,506,facs_38_rotjs_8,38,locations,1,Milano Città,"152,1911 171,1923 152,1937 169,1942 210,2162 227,2179 637,2203 685,2193 712,2145 763,2152 763,2114 724,2106 736,2094 724,2010 739,1978 729,1952 746,1940 734,1923 765,1911 746,1908 724,1869 364,1891 183,1872"
2678,506,facs_38_rotjs_8,38,locations,2,Maregnano,"152,1911 171,1923 152,1937 169,1942 210,2162 227,2179 637,2203 685,2193 712,2145 763,2152 763,2114 724,2106 736,2094 724,2010 739,1978 729,1952 746,1940 734,1923 765,1911 746,1908 724,1869 364,1891 183,1872"
2679,506,facs_38_rotjs_8,38,locations,3,a Lodi Città,"152,1911 171,1923 152,1937 169,1942 210,2162 227,2179 637,2203 685,2193 712,2145 763,2152 763,2114 724,2106 736,2094 724,2010 739,1978 729,1952 746,1940 734,1923 765,1911 746,1908 724,1869 364,1891 183,1872"
2680,506,facs_38_rotjs_8,38,locations,4,a Crema Città,"152,1911 171,1923 152,1937 169,1942 210,2162 227,2179 637,2203 685,2193 712,2145 763,2152 763,2114 724,2106 736,2094 724,2010 739,1978 729,1952 746,1940 734,1923 765,1911 746,1908 724,1869 364,1891 183,1872"
2681,507,facs_38_rQXUc_1,38,distances,1,p.1,"809,1906 801,1925 809,1956 799,1978 804,2068 794,2094 794,2162 809,2193 847,2208 900,2208 946,2193 963,2174 999,2169 999,2133 983,2143 975,2128 961,2126 963,2116 978,2114 966,2087 980,2051 987,2053 987,2077 999,2080 999,1973 973,1973 946,1940 874,1935 869,1915 852,1906"
2682,507,facs_38_rQXUc_1,38,distances,2,p.1,"809,1906 801,1925 809,1956 799,1978 804,2068 794,2094 794,2162 809,2193 847,2208 900,2208 946,2193 963,2174 999,2169 999,2133 983,2143 975,2128 961,2126 963,2116 978,2114 966,2087 980,2051 987,2053 987,2077 999,2080 999,1973 973,1973 946,1940 874,1935 869,1915 852,1906"
2683,507,facs_38_rQXUc_1,38,distances,3,p.1,"809,1906 801,1925 809,1956 799,1978 804,2068 794,2094 794,2162 809,2193 847,2208 900,2208 946,2193 963,2174 999,2169 999,2133 983,2143 975,2128 961,2126 963,2116 978,2114 966,2087 980,2051 987,2053 987,2077 999,2080 999,1973 973,1973 946,1940 874,1935 869,1915 852,1906"
2684,508,facs_38_rvdpD_13,38,locations,1,a gl'Orzi fortezza,"958,171 987,190 978,265 1002,449 1038,473 1594,468 1589,422 1632,345 1618,355 1618,330 1594,309 1594,171 1574,159 1282,149"
2685,508,facs_38_rvdpD_13,38,locations,2,all Hospitaletto,"958,171 987,190 978,265 1002,449 1038,473 1594,468 1589,422 1632,345 1618,355 1618,330 1594,309 1594,171 1574,159 1282,149"
2686,508,facs_38_rvdpD_13,38,locations,3,a Bressa Città de ce,"958,171 987,190 978,265 1002,449 1038,473 1594,468 1589,422 1632,345 1618,355 1618,330 1594,309 1594,171 1574,159 1282,149"
2687,508,facs_38_rvdpD_13,38,locations,4,nomani popoli.,"958,171 987,190 978,265 1002,449 1038,473 1594,468 1589,422 1632,345 1618,355 1618,330 1594,309 1594,171 1574,159 1282,149"
2688,509,facs_38_r1t9h_6,38,distances,1,p.1,"1589,157 1582,164 1596,171 1586,181 1598,229 1596,309 1620,330 1618,352 1635,345 1591,422 1596,473 1681,473 1693,483 1724,483 1736,473 1763,483 1784,473 1806,449 1811,417 1830,393 1828,355 1818,347 1826,316 1811,309 1826,277 1818,268 1828,239 1804,188 1770,161 1700,149"
2689,509,facs_38_r1t9h_6,38,distances,2,p.1,"1589,157 1582,164 1596,171 1586,181 1598,229 1596,309 1620,330 1618,352 1635,345 1591,422 1596,473 1681,473 1693,483 1724,483 1736,473 1763,483 1784,473 1806,449 1811,417 1830,393 1828,355 1818,347 1826,316 1811,309 1826,277 1818,268 1828,239 1804,188 1770,161 1700,149"
2690,509,facs_38_r1t9h_6,38,distances,3,p.1,"1589,157 1582,164 1596,171 1586,181 1598,229 1596,309 1620,330 1618,352 1635,345 1591,422 1596,473 1681,473 1693,483 1724,483 1736,473 1763,483 1784,473 1806,449 1811,417 1830,393 1828,355 1818,347 1826,316 1811,309 1826,277 1818,268 1828,239 1804,188 1770,161 1700,149"
2691,510,facs_38_rvLQW_21,38,sum-distance,1,Poste 6,"1821,577 1811,558 1777,533 1499,533 1468,548 1427,543 1410,562 1352,572 1345,589 1355,604 1396,613 1432,649 1487,645 1502,652 1562,632 1582,642 1640,632 1760,657 1746,664 1755,666 1746,676 1777,690 1787,681 1787,654 1811,628"
2692,511,facs_38_TextRegion_1600914041006_10860,38,route-heading,1,"Altro camino, che non vi","981,676 1007,666 1205,703 1642,637 1816,693 1835,770 1806,845 1717,874 1176,860 981,778"
2693,511,facs_38_TextRegion_1600914041006_10860,38,route-heading,2,sono le Poste.,"981,676 1007,666 1205,703 1642,637 1816,693 1835,770 1806,845 1717,874 1176,860 981,778"
2694,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,1,Da Milano a Cassano,"1022,921 1790,921 1790,1409 1022,1409"
2695,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,2,Passate Ada,"1022,921 1790,921 1790,1409 1022,1409"
2696,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,3,a Treviglio,"1022,921 1790,921 1790,1409 1022,1409"
2697,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,4,a Martinengo,"1022,921 1790,921 1790,1409 1022,1409"
2698,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,5,all'Hospitaletto,"1022,921 1790,921 1790,1409 1022,1409"
2699,512,facs_38_region_1600914154973_10899,38,Prose-Gloss,6,a Bressa città.,"1022,921 1790,921 1790,1409 1022,1409"
2700,513,facs_38_TextRegion_1600914119202_10886,38,route-heading,1,Poste da Milano a Man,"1057,1500 1313,1519 1676,1490 1763,1507 1768,1553 1693,1613 1229,1642 1041,1693 1000,1806 1000,1654 1004,1654 1012,1563"
2701,513,facs_38_TextRegion_1600914119202_10886,38,route-heading,2,tua.,"1057,1500 1313,1519 1676,1490 1763,1507 1768,1553 1693,1613 1229,1642 1041,1693 1000,1806 1000,1654 1004,1654 1012,1563"
2702,514,facs_38_rKfcw_9,38,locations,1,Milano città,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2703,514,facs_38_rKfcw_9,38,locations,2,a Marignano,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2704,514,facs_38_rKfcw_9,38,locations,3,Passarete il Lambro,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2705,514,facs_38_rKfcw_9,38,locations,4,a Lodi città,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2706,514,facs_38_rKfcw_9,38,locations,5,a Zorlesco,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2707,514,facs_38_rKfcw_9,38,locations,6,a Pizighitone Ca¬,"1569,1717 1468,1693 1328,1717 1041,1696 1002,1756 983,1850 1002,2130 1041,2184 1289,2198 1512,2188 1533,2169 1550,2184 1620,2164 1671,2176 1671,2118 1630,2118 1606,2087 1647,1925 1579,1865 1596,1775"
2708,515,facs_38_r2q4x_2,38,distances,1,p.1,"1664,1746 1656,1761 1620,1766 1601,1780 1582,1838 1584,1869 1642,1903 1649,1925 1625,1973 1608,2087 1630,2116 1758,2121 1792,2085 1811,2002 1818,2002 1801,1952 1806,1940 1792,1925 1806,1908 1811,1874 1828,1865 1828,1824 1811,1816 1806,1790 1751,1746"
2709,515,facs_38_r2q4x_2,38,distances,2,p.1,"1664,1746 1656,1761 1620,1766 1601,1780 1582,1838 1584,1869 1642,1903 1649,1925 1625,1973 1608,2087 1630,2116 1758,2121 1792,2085 1811,2002 1818,2002 1801,1952 1806,1940 1792,1925 1806,1908 1811,1874 1828,1865 1828,1824 1811,1816 1806,1790 1751,1746"
2710,515,facs_38_r2q4x_2,38,distances,3,p.1,"1664,1746 1656,1761 1620,1766 1601,1780 1582,1838 1584,1869 1642,1903 1649,1925 1625,1973 1608,2087 1630,2116 1758,2121 1792,2085 1811,2002 1818,2002 1801,1952 1806,1940 1792,1925 1806,1908 1811,1874 1828,1865 1828,1824 1811,1816 1806,1790 1751,1746"
2711,516,facs_38_region_1600914178452_10908,38,,1,stello,"1517,2181 1779,2181 1779,2273 1517,2273"
2712,517,facs_39_rnMzz_13,39,page-number,1,161,"1451,113 1456,128 1470,137 1475,149 1487,147 1497,154 1499,144 1509,149 1516,144 1524,154 1538,149 1608,157 1676,140 1685,130 1690,108 1685,106 1681,77 1669,72 1661,60 1649,60 1635,50 1543,50 1526,60 1504,60 1497,70 1485,70 1466,79 1461,106"
2713,518,facs_39_r2wOu_7,39,header,1,Delle Poste.,"727,118 760,154 845,135 816,123 859,111 871,125 855,135 888,135 915,164 1086,169 1338,149 1388,115 1412,115 1425,94 1352,60 867,45 756,60"
2714,519,facs_39_TextRegion_1600914211749_10920,39,locations,1,"stello, ove passare¬","128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2715,519,facs_39_TextRegion_1600914211749_10920,39,locations,2,te Ada,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2716,519,facs_39_TextRegion_1600914211749_10920,39,locations,3,a Cremona Città,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2717,519,facs_39_TextRegion_1600914211749_10920,39,locations,4,Alla plebe S. Giac.,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2718,519,facs_39_TextRegion_1600914211749_10920,39,locations,5,a San Pietro Mede¬,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2719,519,facs_39_TextRegion_1600914211749_10920,39,locations,6,gallo,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2720,519,facs_39_TextRegion_1600914211749_10920,39,locations,7,a Marcaria ove pas¬,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2721,519,facs_39_TextRegion_1600914211749_10920,39,locations,8,sarete su'l Ponte,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2722,519,facs_39_TextRegion_1600914211749_10920,39,locations,9,l'oglio,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2723,519,facs_39_TextRegion_1600914211749_10920,39,locations,10,a Castellucio,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2724,519,facs_39_TextRegion_1600914211749_10920,39,locations,11,a Mantua Città nel,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2725,519,facs_39_TextRegion_1600914211749_10920,39,locations,12,mezzo del lago,"128,147 724,161 700,347 751,502 695,618 809,649 900,623 903,567 903,744 888,705 857,748 835,712 700,804 717,1101 74,1072 60,323"
2726,520,facs_39_TextRegion_1600914227808_10925,39,distances,1,p.I,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2727,520,facs_39_TextRegion_1600914227808_10925,39,distances,2,p.1*,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2728,520,facs_39_TextRegion_1600914227808_10925,39,distances,3,p.1,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2729,520,facs_39_TextRegion_1600914227808_10925,39,distances,4,p.1,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2730,520,facs_39_TextRegion_1600914227808_10925,39,distances,5,p.1*,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2731,520,facs_39_TextRegion_1600914227808_10925,39,distances,6,p.1,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2732,520,facs_39_TextRegion_1600914227808_10925,39,distances,7,p.1,"702,253 731,157 797,161 893,176 908,372 898,898 888,1092 881,1101 830,1111 784,1111 719,1101 702,1092 698,1070 693,918 700,314"
2733,521,facs_39_rTZFD_16,39,sum-distance,1,Poste 11,"495,1195 504,1232 516,1232 526,1251 577,1278 714,1268 770,1285 826,1280 874,1297 893,1241 888,1181 855,1166 543,1162"
2734,522,facs_39_TextRegion_1600914250486_10932,39,route-heading,1,Poste da Milano à Cre¬,"115,1251 891,1299 910,1249 918,1253 918,1461 891,1483 627,1444 152,1452 74,1423 45,1369"
2735,522,facs_39_TextRegion_1600914250486_10932,39,route-heading,2,mona.,"115,1251 891,1299 910,1249 918,1253 918,1461 891,1483 627,1444 152,1452 74,1423 45,1369"
2736,523,facs_39_rQW7J_9,39,locations,1,Cōviene vedere il,"55,1466 74,1734 94,1754 166,1744 301,1773 487,1778 499,1792 596,1773 656,1797 690,1766 666,1758 714,1734 690,1720 681,1659 724,1546 710,1526 717,1466 627,1447 541,1468 152,1454 77,1425"
2737,523,facs_39_rQW7J_9,39,locations,2,"sudetto viaggio,","55,1466 74,1734 94,1754 166,1744 301,1773 487,1778 499,1792 596,1773 656,1797 690,1766 666,1758 714,1734 690,1720 681,1659 724,1546 710,1526 717,1466 627,1447 541,1468 152,1454 77,1425"
2738,523,facs_39_rQW7J_9,39,locations,3,che sono,"55,1466 74,1734 94,1754 166,1744 301,1773 487,1778 499,1792 596,1773 656,1797 690,1766 666,1758 714,1734 690,1720 681,1659 724,1546 710,1526 717,1466 627,1447 541,1468 152,1454 77,1425"
2739,524,facs_39_rcZq0_2,39,distances,1,p.5*,"727,1476 712,1500 712,1526 727,1546 695,1623 693,1616 683,1659 693,1720 741,1739 753,1758 731,1766 731,1775 717,1775 734,1783 756,1778 760,1768 835,1768 845,1763 847,1746 881,1746 888,1732 898,1638 888,1519 874,1510 847,1514 840,1495 813,1481"
2740,525,facs_39_rfXUW_14,39,route-heading,1,Poste da Milano à Vene¬,"26,1848 57,1894 152,1923 265,1923 318,1903 355,1923 676,1947 772,1978 869,1959 898,1913 898,1814 886,1838 859,1799 606,1809 444,1780 103,1756 55,1780"
2741,525,facs_39_rfXUW_14,39,route-heading,2,tia per detto camino.,"26,1848 57,1894 152,1923 265,1923 318,1903 355,1923 676,1947 772,1978 869,1959 898,1913 898,1814 886,1838 859,1799 606,1809 444,1780 103,1756 55,1780"
2742,526,facs_39_TextRegion_1600914276563_10942,39,locations,1,Milano Città,"65,1896 770,1988 869,1961 892,1923 892,2071 881,2031 857,2077 787,1988 741,2150 731,2058 700,2184 152,2193 74,2150"
2743,526,facs_39_TextRegion_1600914276563_10942,39,locations,2,Co nuiene andare,"65,1896 770,1988 869,1961 892,1923 892,2071 881,2031 857,2077 787,1988 741,2150 731,2058 700,2184 152,2193 74,2150"
2744,526,facs_39_TextRegion_1600914276563_10942,39,locations,3,"à Mantua, il cui","65,1896 770,1988 869,1961 892,1923 892,2071 881,2031 857,2077 787,1988 741,2150 731,2058 700,2184 152,2193 74,2150"
2745,527,facs_39_TextRegion_1600914211748_10919,39,locations,1,viaggio havete,"925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2746,527,facs_39_TextRegion_1600914211748_10919,39,locations,2,quà di sopra,"925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2747,527,facs_39_TextRegion_1600914211748_10919,39,locations,3,Poi trouate il Viag,"925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2748,527,facs_39_TextRegion_1600914211748_10919,39,locations,4,"gio, che dice da","925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2749,527,facs_39_TextRegion_1600914211748_10919,39,locations,5,Genova à Vene-,"925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2750,527,facs_39_TextRegion_1600914211748_10919,39,locations,6,"tia per Parma, &","925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2751,527,facs_39_TextRegion_1600914211748_10919,39,locations,7,"Mantua, che tro¬","925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2752,527,facs_39_TextRegion_1600914211748_10919,39,locations,8,varete che sono,"925,159 1483,157 1560,200 1516,309 1673,374 1615,616 1521,703 1541,797 925,802 903,744 903,567"
2753,528,facs_39_TextRegion_1600914296374_10949,39,distances,1,p.11,"1480,149 1499,147 1516,147 1656,149 1685,161 1693,173 1734,265 1734,306 1719,744 1712,773 1681,806 1601,802 1543,797 1533,787 1524,773 1519,729"
2754,528,facs_39_TextRegion_1600914296374_10949,39,distances,2,p.11,"1480,149 1499,147 1516,147 1656,149 1685,161 1693,173 1734,265 1734,306 1719,744 1712,773 1681,806 1601,802 1543,797 1533,787 1524,773 1519,729"
2755,529,facs_39_rNkWv_17,39,sum-distance,1,poste 22,"1374,881 1379,925 1393,937 1410,937 1427,947 1432,942 1487,939 1630,947 1700,937 1695,930 1705,925 1700,886 1685,867 1671,862 1586,862 1584,857 1565,862 1555,857 1412,862 1384,867"
2756,530,facs_39_rQw6o_10,39,locations,1,Questo è il viaggio che,"900,949 891,1009 925,1275 1352,1270 1661,1302 1729,1234 1710,1198 1681,944 946,944 925,925"
2757,530,facs_39_rQw6o_10,39,locations,2,fà in carozza l'ordina,"900,949 891,1009 925,1275 1352,1270 1661,1302 1729,1234 1710,1198 1681,944 946,944 925,925"
2758,530,facs_39_rQw6o_10,39,locations,3,"rio, che và per via di","900,949 891,1009 925,1275 1352,1270 1661,1302 1729,1234 1710,1198 1681,944 946,944 925,925"
2759,530,facs_39_rQw6o_10,39,locations,4,Cremona à Venetia.,"900,949 891,1009 925,1275 1352,1270 1661,1302 1729,1234 1710,1198 1681,944 946,944 925,925"
2760,531,facs_39_TextRegion_1600914250486_10931,39,route-heading,1,Poste da Milano à Trento.,"918,1253 973,1282 1642,1302 1681,1336 1690,1415 1681,1473 1627,1497 1275,1459 925,1456 918,1461"
