line_id,id,trans_id,img,type,line_nr,data,pts
1,1,facs_1_ra0ef_19,1,page-number,1,124,"106,12 576,20 576,167 106,159"
2,2,facs_1_rY4z2_12,1,header,1,Libro Terzo.,"649,7 1483,7 1483,173 649,173"
3,3,facs_1_region_1600638009952_1229,1,route-heading,1,Poste dalla Città di Roma,"147,174 944,174 944,488 147,488"
4,3,facs_1_region_1600638009952_1229,1,route-heading,2,per la Santissima Casa,"147,174 944,174 944,488 147,488"
5,3,facs_1_region_1600638009952_1229,1,route-heading,3,di Nostra Signora di,"147,174 944,174 944,488 147,488"
6,3,facs_1_region_1600638009952_1229,1,route-heading,4,Loreto.,"147,174 944,174 944,488 147,488"
7,4,facs_1_ruFYd_14,1,locations,1,Roma Città,"110,499 827,499 835,2203 118,2203"
8,4,facs_1_ruFYd_14,1,locations,2,a prima porta,"110,499 827,499 835,2203 118,2203"
9,4,facs_1_ruFYd_14,1,locations,3,a Castelnouo castel,"110,499 827,499 835,2203 118,2203"
10,4,facs_1_ruFYd_14,1,locations,4,lo,"110,499 827,499 835,2203 118,2203"
11,4,facs_1_ruFYd_14,1,locations,5,a Rignano,"110,499 827,499 835,2203 118,2203"
12,4,facs_1_ruFYd_14,1,locations,6,Passarete il Tevere,"110,499 827,499 835,2203 118,2203"
13,4,facs_1_ruFYd_14,1,locations,7,a Civita Castellana,"110,499 827,499 835,2203 118,2203"
14,4,facs_1_ruFYd_14,1,locations,8,Città,"110,499 827,499 835,2203 118,2203"
15,4,facs_1_ruFYd_14,1,locations,9,Passarete il Tevere,"110,499 827,499 835,2203 118,2203"
16,4,facs_1_ruFYd_14,1,locations,10,a otricoli,"110,499 827,499 835,2203 118,2203"
17,4,facs_1_ruFYd_14,1,locations,11,a Narni Città de Sa,"110,499 827,499 835,2203 118,2203"
18,4,facs_1_ruFYd_14,1,locations,12,bini,"110,499 827,499 835,2203 118,2203"
19,4,facs_1_ruFYd_14,1,locations,13,Passarete il Teuere,"110,499 827,499 835,2203 118,2203"
20,4,facs_1_ruFYd_14,1,locations,14,a Terni Città,"110,499 827,499 835,2203 118,2203"
21,4,facs_1_ruFYd_14,1,locations,15,a Strettura,"110,499 827,499 835,2203 118,2203"
22,4,facs_1_ruFYd_14,1,locations,16,a Spoletto Città,"110,499 827,499 835,2203 118,2203"
23,4,facs_1_ruFYd_14,1,locations,17,dell'Umbria,"110,499 827,499 835,2203 118,2203"
24,4,facs_1_ruFYd_14,1,locations,18,al passo di Spolet¬,"110,499 827,499 835,2203 118,2203"
25,4,facs_1_ruFYd_14,1,locations,19,ro,"110,499 827,499 835,2203 118,2203"
26,4,facs_1_ruFYd_14,1,locations,20,a Foligno Città,"110,499 827,499 835,2203 118,2203"
27,4,facs_1_ruFYd_14,1,locations,21,a Varchino,"110,499 827,499 835,2203 118,2203"
28,4,facs_1_ruFYd_14,1,locations,22,Passarete il Tiente,"110,499 827,499 835,2203 118,2203"
29,5,facs_1_TextRegion_1600643920388_1292,1,distances,1,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
30,5,facs_1_TextRegion_1600643920388_1292,1,distances,2,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
31,5,facs_1_TextRegion_1600643920388_1292,1,distances,3,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
32,5,facs_1_TextRegion_1600643920388_1292,1,distances,4,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
33,5,facs_1_TextRegion_1600643920388_1292,1,distances,5,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
34,5,facs_1_TextRegion_1600643920388_1292,1,distances,6,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
35,5,facs_1_TextRegion_1600643920388_1292,1,distances,7,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
36,5,facs_1_TextRegion_1600643920388_1292,1,distances,8,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
37,5,facs_1_TextRegion_1600643920388_1292,1,distances,9,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
38,5,facs_1_TextRegion_1600643920388_1292,1,distances,10,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
39,5,facs_1_TextRegion_1600643920388_1292,1,distances,11,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
40,5,facs_1_TextRegion_1600643920388_1292,1,distances,12,p.1,"756,500 966,500 970,968 970,2171 765,2171 756,903"
41,6,facs_1_rmhvz_16,1,locations,1,più volte,"954,171 1654,171 1654,1406 954,1406"
42,6,facs_1_rmhvz_16,1,locations,2,al piano di Digna¬,"954,171 1654,171 1654,1406 954,1406"
43,6,facs_1_rmhvz_16,1,locations,3,no,"954,171 1654,171 1654,1406 954,1406"
44,6,facs_1_rmhvz_16,1,locations,4,a Serraualle,"954,171 1654,171 1654,1406 954,1406"
45,6,facs_1_rmhvz_16,1,locations,5,al la Mutia Castel¬,"954,171 1654,171 1654,1406 954,1406"
46,6,facs_1_rmhvz_16,1,locations,6,lo,"954,171 1654,171 1654,1406 954,1406"
47,6,facs_1_rmhvz_16,1,locations,7,a Valzimara,"954,171 1654,171 1654,1406 954,1406"
48,6,facs_1_rmhvz_16,1,locations,8,a Tolentino Città,"954,171 1654,171 1654,1406 954,1406"
49,6,facs_1_rmhvz_16,1,locations,9,a Macerata Città,"954,171 1654,171 1654,1406 954,1406"
50,6,facs_1_rmhvz_16,1,locations,10,della Marca,"954,171 1654,171 1654,1406 954,1406"
51,6,facs_1_rmhvz_16,1,locations,11,Passarete il Tiente,"954,171 1654,171 1654,1406 954,1406"
52,6,facs_1_rmhvz_16,1,locations,12,fiume,"954,171 1654,171 1654,1406 954,1406"
53,6,facs_1_rmhvz_16,1,locations,13,a Recanati Città,"954,171 1654,171 1654,1406 954,1406"
54,6,facs_1_rmhvz_16,1,locations,14,"a Loreto Città, oue","954,171 1654,171 1654,1406 954,1406"
55,6,facs_1_rmhvz_16,1,locations,15,è la Sāta Casa Au¬,"954,171 1654,171 1654,1406 954,1406"
56,6,facs_1_rmhvz_16,1,locations,16,reta.,"954,171 1654,171 1654,1406 954,1406"
57,7,facs_1_rKgT1_6,1,distances,1,p.1,"1567,229 1835,229 1835,1420 1567,1420"
58,7,facs_1_rKgT1_6,1,distances,2,p.1,"1567,229 1835,229 1835,1420 1567,1420"
59,7,facs_1_rKgT1_6,1,distances,3,p.1,"1567,229 1835,229 1835,1420 1567,1420"
60,7,facs_1_rKgT1_6,1,distances,4,p.1,"1567,229 1835,229 1835,1420 1567,1420"
61,7,facs_1_rKgT1_6,1,distances,5,p.1,"1567,229 1835,229 1835,1420 1567,1420"
62,7,facs_1_rKgT1_6,1,distances,6,p.1,"1567,229 1835,229 1835,1420 1567,1420"
63,7,facs_1_rKgT1_6,1,distances,7,p.1,"1567,229 1835,229 1835,1420 1567,1420"
64,7,facs_1_rKgT1_6,1,distances,8,p.*,"1567,229 1835,229 1835,1420 1567,1420"
65,8,facs_1_rGZjx_21,1,sum-distance,1,Poste 19*,"1340,1427 1835,1427 1835,1541 1340,1541"
66,9,facs_1_region_1600638085195_1256,1,route-heading,1,Poste da Loreto à Bologna.,"1010,1557 1788,1557 1788,1619 1010,1619"
67,10,facs_1_rkTfB_13,1,locations,1,Loretto Città,"954,1616 1647,1616 1647,2213 954,2213"
68,10,facs_1_rkTfB_13,1,locations,2,a Signigaglia Cit¬,"954,1616 1647,1616 1647,2213 954,2213"
69,10,facs_1_rkTfB_13,1,locations,3,tà,"954,1616 1647,1616 1647,2213 954,2213"
70,10,facs_1_rkTfB_13,1,locations,4,Passarete il fiume,"954,1616 1647,1616 1647,2213 954,2213"
71,10,facs_1_rkTfB_13,1,locations,5,metro,"954,1616 1647,1616 1647,2213 954,2213"
72,10,facs_1_rkTfB_13,1,locations,6,a Fane Città,"954,1616 1647,1616 1647,2213 954,2213"
73,10,facs_1_rkTfB_13,1,locations,7,a Pesaro Città del,"954,1616 1647,1616 1647,2213 954,2213"
74,11,facs_1_r3OV2_3,1,distances,1,p.3,"1557,1727 1801,1727 1801,2135 1557,2135"
75,11,facs_1_r3OV2_3,1,distances,2,p.1,"1557,1727 1801,1727 1801,2135 1557,2135"
76,12,facs_1_rzFZ9_1,1,catch-word,1,Duca,"958,2118 1835,2118 1835,2382 958,2382"
77,13,facs_2_r56xj_21,2,page-number,1,125,"1130,16 1777,16 1777,183 1130,183"
78,14,facs_2_rPrKz_12,2,header,1,Delle Poste.,"669,16 1270,16 1270,188 669,188"
79,15,facs_2_r2DYo_20,2,locations,1,Duca d'Urbino,"21,195 751,195 751,2068 21,2068"
80,15,facs_2_r2DYo_20,2,locations,2,alla Cattolica,"21,195 751,195 751,2068 21,2068"
81,15,facs_2_r2DYo_20,2,locations,3,a Rimini Città di,"21,195 751,195 751,2068 21,2068"
82,15,facs_2_r2DYo_20,2,locations,4,S. Chiesa,"21,195 751,195 751,2068 21,2068"
83,15,facs_2_r2DYo_20,2,locations,5,Si passarano li fiumi,"21,195 751,195 751,2068 21,2068"
84,15,facs_2_r2DYo_20,2,locations,6,"Mareggia, & Osi.","21,195 751,195 751,2068 21,2068"
85,15,facs_2_r2DYo_20,2,locations,7,a Savignano si pas¬,"21,195 751,195 751,2068 21,2068"
86,15,facs_2_r2DYo_20,2,locations,8,sarà il fiume Savi,"21,195 751,195 751,2068 21,2068"
87,15,facs_2_r2DYo_20,2,locations,9,gnano,"21,195 751,195 751,2068 21,2068"
88,15,facs_2_r2DYo_20,2,locations,10,a Cesena Città,"21,195 751,195 751,2068 21,2068"
89,15,facs_2_r2DYo_20,2,locations,11,a Forli Città,"21,195 751,195 751,2068 21,2068"
90,15,facs_2_r2DYo_20,2,locations,12,Si passa l'Amor fiume,"21,195 751,195 751,2068 21,2068"
91,15,facs_2_r2DYo_20,2,locations,13,a Faenza Città,"21,195 751,195 751,2068 21,2068"
92,15,facs_2_r2DYo_20,2,locations,14,Passarete Ii Santer¬,"21,195 751,195 751,2068 21,2068"
93,15,facs_2_r2DYo_20,2,locations,15,no e'I Semo fiumi,"21,195 751,195 751,2068 21,2068"
94,15,facs_2_r2DYo_20,2,locations,16,a Imola Città,"21,195 751,195 751,2068 21,2068"
95,15,facs_2_r2DYo_20,2,locations,17,Passarete il Giava,"21,195 751,195 751,2068 21,2068"
96,15,facs_2_r2DYo_20,2,locations,18,fiume,"21,195 751,195 751,2068 21,2068"
97,15,facs_2_r2DYo_20,2,locations,19,a San Nicolò,"21,195 751,195 751,2068 21,2068"
98,15,facs_2_r2DYo_20,2,locations,20,Passarate gl'Idice &,"21,195 751,195 751,2068 21,2068"
99,15,facs_2_r2DYo_20,2,locations,21,Saverna fiumi,"21,195 751,195 751,2068 21,2068"
100,15,facs_2_r2DYo_20,2,locations,22,a Bologna Città am,"21,195 751,195 751,2068 21,2068"
101,15,facs_2_r2DYo_20,2,locations,23,plissima della Pro,"21,195 751,195 751,2068 21,2068"
102,15,facs_2_r2DYo_20,2,locations,24,vincia de Boi.,"21,195 751,195 751,2068 21,2068"
103,16,facs_2_TextRegion_1600645584475_1474,2,distances,1,p.2,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
104,16,facs_2_TextRegion_1600645584475_1474,2,distances,2,p.2,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
105,16,facs_2_TextRegion_1600645584475_1474,2,distances,3,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
106,16,facs_2_TextRegion_1600645584475_1474,2,distances,4,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
107,16,facs_2_TextRegion_1600645584475_1474,2,distances,5,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
108,16,facs_2_TextRegion_1600645584475_1474,2,distances,6,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
109,16,facs_2_TextRegion_1600645584475_1474,2,distances,7,p.1.,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
110,16,facs_2_TextRegion_1600645584475_1474,2,distances,8,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
111,16,facs_2_TextRegion_1600645584475_1474,2,distances,9,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
112,16,facs_2_TextRegion_1600645584475_1474,2,distances,10,p.1,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
113,16,facs_2_TextRegion_1600645584475_1474,2,distances,11,p.1.,"625,157 857,157 864,674 864,1217 864,1311 864,1729 847,2072 620,2072 620,1824"
114,17,facs_2_rNYrH_33,2,sum-distance,1,Poste 15,"413,2114 874,2114 874,2258 413,2258"
115,18,facs_2_region_1600645597595_1480,2,,1,Poste da Roma à Bologna,"894,191 1695,191 1695,345 894,345"
116,18,facs_2_region_1600645597595_1480,2,,2,per Loreto.,"894,191 1695,191 1695,345 894,345"
117,19,facs_2_rWlxE_19,2,locations,1,Da Roma à Lore¬,"862,340 1548,340 1548,835 862,835"
118,19,facs_2_rWlxE_19,2,locations,2,"to, vedete il pri¬","862,340 1548,340 1548,835 862,835"
119,19,facs_2_rWlxE_19,2,locations,3,mo Viaggio,"862,340 1548,340 1548,835 862,835"
120,19,facs_2_rWlxE_19,2,locations,4,Da Loreto à Bolo,"862,340 1548,340 1548,835 862,835"
121,19,facs_2_rWlxE_19,2,locations,5,"gna questo, che è","862,340 1548,340 1548,835 862,835"
122,19,facs_2_rWlxE_19,2,locations,6,qui sopra,"862,340 1548,340 1548,835 862,835"
123,20,facs_2_TextRegion_1600645624584_1490,2,distances,1,p.18*,"1437,461 1685,461 1685,591 1666,840 1422,840 1422,698"
124,20,facs_2_TextRegion_1600645624584_1490,2,distances,2,p.15,"1437,461 1685,461 1685,591 1666,840 1422,840 1422,698"
125,21,facs_2_rFfRy_34,2,sum-distance,1,Poste 33*,"1268,872 1642,872 1642,966 1268,966"
126,22,facs_2_TextRegion_1600645654127_1501,2,locations,1,Volendo passare per,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
127,22,facs_2_TextRegion_1600645654127_1501,2,locations,2,Ancona conviene che,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
128,22,facs_2_TextRegion_1600645654127_1501,2,locations,3,da Loreto vada alla,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
129,22,facs_2_TextRegion_1600645654127_1501,2,locations,4,"Città di Osma, e poi","862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
130,22,facs_2_TextRegion_1600645654127_1501,2,locations,5,"à Ancona, che sono 3.","862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
131,22,facs_2_TextRegion_1600645654127_1501,2,locations,6,picciole Poste.,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
132,22,facs_2_TextRegion_1600645654127_1501,2,locations,7,Si puo anche lasciare,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
133,22,facs_2_TextRegion_1600645654127_1501,2,locations,8,osma & andere à drit,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
134,22,facs_2_TextRegion_1600645654127_1501,2,locations,9,"tura, che sono quinde¬","862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
135,22,facs_2_TextRegion_1600645654127_1501,2,locations,10,ci miglia in tutto.,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
136,22,facs_2_TextRegion_1600645654127_1501,2,locations,11,Volendo andare da Lo,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
137,22,facs_2_TextRegion_1600645654127_1501,2,locations,12,reto ad Ancona peril,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
138,22,facs_2_TextRegion_1600645654127_1501,2,locations,13,Sirolo per vedere il,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
139,22,facs_2_TextRegion_1600645654127_1501,2,locations,14,"Santissimo Crocifisso,","862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
140,22,facs_2_TextRegion_1600645654127_1501,2,locations,15,vi sono in tutto dieci¬,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
141,22,facs_2_TextRegion_1600645654127_1501,2,locations,16,otto miglia.,"862,944 1695,944 1695,2130 1654,2205 876,2205 862,2130 857,1497 857,973"
142,23,facs_2_r30j3_1,2,catch-word,1,Poste,"1176,2186 1683,2186 1683,2345 1176,2345"
143,24,facs_3_rfkIQ_21,3,page-number,1,Libro Terzo,"108,14 999,14 999,144 108,144"
144,24,facs_3_rfkIQ_21,3,page-number,2,126,"108,14 999,14 999,144 108,144"
145,25,facs_3_region_1600704956047_149,3,route-heading,1,Poste da Loreto à Perugia,"108,154 893,154 893,321 108,321"
146,25,facs_3_region_1600704956047_149,3,route-heading,2,per Assisi.,"108,154 893,154 893,321 108,321"
147,26,facs_3_rWJwp_18,3,locations,1,Loretto Città,"113,364 729,370 729,2011 113,2005"
148,26,facs_3_rWJwp_18,3,locations,2,A Recanati,"113,364 729,370 729,2011 113,2005"
149,26,facs_3_rWJwp_18,3,locations,3,Si passa il Tronte,"113,364 729,370 729,2011 113,2005"
150,26,facs_3_rWJwp_18,3,locations,4,a Macerata Città,"113,364 729,370 729,2011 113,2005"
151,26,facs_3_rWJwp_18,3,locations,5,a Tolentino Città,"113,364 729,370 729,2011 113,2005"
152,26,facs_3_rWJwp_18,3,locations,6,a Valzimara,"113,364 729,370 729,2011 113,2005"
153,26,facs_3_rWJwp_18,3,locations,7,Alla muzza,"113,364 729,370 729,2011 113,2005"
154,26,facs_3_rWJwp_18,3,locations,8,a Serravalle,"113,364 729,370 729,2011 113,2005"
155,26,facs_3_rWJwp_18,3,locations,9,alle Case nuove,"113,364 729,370 729,2011 113,2005"
156,26,facs_3_rWJwp_18,3,locations,10,a Folini Città dell¬,"113,364 729,370 729,2011 113,2005"
157,26,facs_3_rWJwp_18,3,locations,11,Umbria,"113,364 729,370 729,2011 113,2005"
158,26,facs_3_rWJwp_18,3,locations,12,a Sissi Città ove è il,"113,364 729,370 729,2011 113,2005"
159,26,facs_3_rWJwp_18,3,locations,13,deposito del Sera¬,"113,364 729,370 729,2011 113,2005"
160,26,facs_3_rWJwp_18,3,locations,14,sico S. Frācesco,"113,364 729,370 729,2011 113,2005"
161,26,facs_3_rWJwp_18,3,locations,15,Dilà due miglia S.,"113,364 729,370 729,2011 113,2005"
162,26,facs_3_rWJwp_18,3,locations,16,Maria de gl'Ange¬,"113,364 729,370 729,2011 113,2005"
163,26,facs_3_rWJwp_18,3,locations,17,"li, e poi si passa il","113,364 729,370 729,2011 113,2005"
164,26,facs_3_rWJwp_18,3,locations,18,Tevere,"113,364 729,370 729,2011 113,2005"
165,26,facs_3_rWJwp_18,3,locations,19,"a Perugia Città, e","113,364 729,370 729,2011 113,2005"
166,26,facs_3_rWJwp_18,3,locations,20,Studio nell'Um¬,"113,364 729,370 729,2011 113,2005"
167,26,facs_3_rWJwp_18,3,locations,21,Bria.,"113,364 729,370 729,2011 113,2005"
168,27,facs_3_TextRegion_1600705595051_166,3,distances,1,p.*,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
169,27,facs_3_TextRegion_1600705595051_166,3,distances,2,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
170,27,facs_3_TextRegion_1600705595051_166,3,distances,3,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
171,27,facs_3_TextRegion_1600705595051_166,3,distances,4,p.1.,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
172,27,facs_3_TextRegion_1600705595051_166,3,distances,5,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
173,27,facs_3_TextRegion_1600705595051_166,3,distances,6,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
174,27,facs_3_TextRegion_1600705595051_166,3,distances,7,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
175,27,facs_3_TextRegion_1600705595051_166,3,distances,8,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
176,27,facs_3_TextRegion_1600705595051_166,3,distances,9,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
177,27,facs_3_TextRegion_1600705595051_166,3,distances,10,p.1,"734,433 934,437 951,1775 951,2019 746,2019 734,1261"
178,28,facs_3_rcmdS_25,3,sum-distance,1,p.9*,"560,2083 954,2083 956,2198 562,2198"
179,29,facs_3_region_1600705623518_176,3,route-heading,1,Poste da Roma à Genova.,"950,157 1731,157 1731,234 950,234"
180,30,facs_3_rlGSz_19,3,locations,1,Roma Città,"932,273 1690,273 1690,2193 932,2193"
181,30,facs_3_rlGSz_19,3,locations,2,alla storta,"932,273 1690,273 1690,2193 932,2193"
182,30,facs_3_rlGSz_19,3,locations,3,a Baccano,"932,273 1690,273 1690,2193 932,2193"
183,30,facs_3_rlGSz_19,3,locations,4,a Monterosio,"932,273 1690,273 1690,2193 932,2193"
184,30,facs_3_rlGSz_19,3,locations,5,a Ronciglione Ca¬,"932,273 1690,273 1690,2193 932,2193"
185,30,facs_3_rlGSz_19,3,locations,6,stello,"932,273 1690,273 1690,2193 932,2193"
186,30,facs_3_rlGSz_19,3,locations,7,a Viterbo Città,"932,273 1690,273 1690,2193 932,2193"
187,30,facs_3_rlGSz_19,3,locations,8,a Monte Fiascone,"932,273 1690,273 1690,2193 932,2193"
188,30,facs_3_rlGSz_19,3,locations,9,Città,"932,273 1690,273 1690,2193 932,2193"
189,30,facs_3_rlGSz_19,3,locations,10,a Bolsena Città,"932,273 1690,273 1690,2193 932,2193"
190,30,facs_3_rlGSz_19,3,locations,11,a Acqua pendente,"932,273 1690,273 1690,2193 932,2193"
191,30,facs_3_rlGSz_19,3,locations,12,Città,"932,273 1690,273 1690,2193 932,2193"
192,30,facs_3_rlGSz_19,3,locations,13,Passarete la paglia,"932,273 1690,273 1690,2193 932,2193"
193,30,facs_3_rlGSz_19,3,locations,14,"a Ponte cētino, pas¬","932,273 1690,273 1690,2193 932,2193"
194,30,facs_3_rlGSz_19,3,locations,15,farete un fiumicel¬,"932,273 1690,273 1690,2193 932,2193"
195,30,facs_3_rlGSz_19,3,locations,16,"lo, e guardate","932,273 1690,273 1690,2193 932,2193"
196,30,facs_3_rlGSz_19,3,locations,17,a Radicoffani Castel,"932,273 1690,273 1690,2193 932,2193"
197,30,facs_3_rlGSz_19,3,locations,18,lo altissimo.,"932,273 1690,273 1690,2193 932,2193"
198,30,facs_3_rlGSz_19,3,locations,19,alla scala,"932,273 1690,273 1690,2193 932,2193"
199,30,facs_3_rlGSz_19,3,locations,20,Passarete l'orca fiu¬,"932,273 1690,273 1690,2193 932,2193"
200,30,facs_3_rlGSz_19,3,locations,21,me,"932,273 1690,273 1690,2193 932,2193"
201,30,facs_3_rlGSz_19,3,locations,22,à Tornieri,"932,273 1690,273 1690,2193 932,2193"
202,30,facs_3_rlGSz_19,3,locations,23,à Lucignano,"932,273 1690,273 1690,2193 932,2193"
203,30,facs_3_rlGSz_19,3,locations,24,Passarete l'Arbia,"932,273 1690,273 1690,2193 932,2193"
204,31,facs_3_TextRegion_1600705645817_188,3,distances,1,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
205,31,facs_3_TextRegion_1600705645817_188,3,distances,2,p.1.,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
206,31,facs_3_TextRegion_1600705645817_188,3,distances,3,p.1.,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
207,31,facs_3_TextRegion_1600705645817_188,3,distances,4,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
208,31,facs_3_TextRegion_1600705645817_188,3,distances,5,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
209,31,facs_3_TextRegion_1600705645817_188,3,distances,6,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
210,31,facs_3_TextRegion_1600705645817_188,3,distances,7,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
211,31,facs_3_TextRegion_1600705645817_188,3,distances,8,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
212,31,facs_3_TextRegion_1600705645817_188,3,distances,9,p.1.,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
213,31,facs_3_TextRegion_1600705645817_188,3,distances,10,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
214,31,facs_3_TextRegion_1600705645817_188,3,distances,11,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
215,31,facs_3_TextRegion_1600705645817_188,3,distances,12,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
216,31,facs_3_TextRegion_1600705645817_188,3,distances,13,p.1,"1548,350 1768,350 1789,1860 1789,2121 1572,2121 1557,1850 1548,874"
217,32,facs_3_rxo09_1,3,catch-word,1,fiume,"1374,2176 1734,2176 1734,2307 1374,2307"
218,33,facs_4_region_1603729371778_1128,4,page-number,1,127,"1725,213 1320,213 1320,60 1725,60"
219,34,facs_4_region_1603729399546_1139,4,header,1,Delle Poste.,"647,53 1103,53 1103,182 647,182"
220,35,facs_4_rwq3C_13,4,locations,1,fiumè.,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
221,35,facs_4_rwq3C_13,4,locations,2,a Siena Città,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
222,35,facs_4_rwq3C_13,4,locations,3,a Staggia,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
223,35,facs_4_rwq3C_13,4,locations,4,alle Tavernelle,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
224,35,facs_4_rwq3C_13,4,locations,5,a San Cassiano,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
225,35,facs_4_rwq3C_13,4,locations,6,a Firenze Città bel¬,"550,181 427,219 309,161 132,171 55,219 4,355 12,2077 74,2203 681,2111 627,1988 685,1896 632,1848 707,1737 654,1737 627,1664 698,1570 685,1410 748,1350 632,1319 637,1142 685,1096 627,833 681,572 637,541 642,258"
